,cid,latitude,longitude,shortname,sid,year
0,DE85,30.03402777777778,100.37497222222221,Pedicularis-cranolopha var. longicornuta,19.0,2018
1,DE80,30.158749999999998,100.56608333333332,Pedicularis-cranolopha,20.0,2018
2,DE91,29.985833333333336,100.90969444444445,Pedicularis-cranolopha var. longicornuta,22.0,2018
3,DE98,30.042694444444447,101.274,Pedicularis-cranolopha,24.0,2018
4,DE108,30.063972222222223,101.31663888888889,Pedicularis-cranolopha,25.0,2018
5,DE121,30.050361111111112,101.39616666666667,Pedicularis-cranolopha,29.0,2018
6,DE131,30.41916666666667,101.54805555555555,Pedicularis-cranolopha,31.0,2018
7,DE137,30.57702777777778,101.41797222222223,Pedicularis-cranolopha,33.0,2018
8,DE151,30.64311111111111,101.4041388888889,Pedicularis-cranolopha,34.0,2018
9,DE167,30.74063888888889,101.33436111111111,Pedicularis-cranolopha,36.0,2018
10,DE173,30.826777777777778,101.28227777777778,Pedicularis-cranolopha,38.0,2018
11,DE177,30.846916666666665,101.27433333333333,Pedicularis-cranolopha,39.0,2018
12,DE183,31.147027777777776,100.90002777777778,Pedicularis-cranolopha,40.0,2018
13,DE186,31.201027777777778,100.85788888888888,Pedicularis-cranolopha,41.0,2018
14,DE189,31.392805555555555,100.68261111111111,Pedicularis-cranolopha,43.0,2018
15,DE192,31.57472222222222,100.72094444444444,Pedicularis-cranolopha,44.0,2018
16,DE196,31.6575,100.70130555555556,Pedicularis-cranolopha,46.0,2018
17,DE206,31.720027777777776,100.71497222222223,Pedicularis-cranolopha,47.0,2018
18,DE218,31.83186111111111,100.73927777777777,Pedicularis-cranolopha,49.0,2018
19,DE224,31.453333333333333,100.57397222222222,Pedicularis-cranolopha,51.0,2018
20,DE231,31.54313888888889,100.47063888888889,Pedicularis-cranolopha,52.0,2018
21,DE234,31.596555555555554,100.36897222222221,Pedicularis-cranolopha,53.0,2018
22,DE244,31.651888888888887,100.25841666666666,Pedicularis-cranolopha,54.0,2018
23,DE252,31.62736111111111,100.23436111111111,Pedicularis-cranolopha,55.0,2018
24,DE262,31.58661111111111,100.14166666666668,Pedicularis-cranolopha,57.0,2018
25,DE279,31.715305555555556,99.61627777777777,Pedicularis-cranolopha,59.0,2018
26,DE307,32.009027777777774,99.04827777777777,Pedicularis-cranolopha,64.0,2018
27,DE314,31.88711111111111,99.03377777777777,Pedicularis-cranolopha,65.0,2018
28,DE321,31.93252777777778,98.83319444444444,Pedicularis-cranolopha,66.0,2018
29,DE325,31.87925,98.59138888888889,Pedicularis-cranolopha,67.0,2018
30,DE327,31.558416666666666,98.67919444444445,Pedicularis-cranolopha,68.0,2018
31,DE332,31.46325,98.82013888888889,Pedicularis-cranolopha,69.0,2018
32,DE335,31.12236111111111,98.89002777777779,Pedicularis-cranolopha,70.0,2018
33,DE350,31.044305555555557,98.90880555555556,Pedicularis-cranolopha,71.0,2018
34,DE355,30.980833333333333,98.95905555555557,Pedicularis-cranolopha,72.0,2018
35,DE363,30.968249999999998,98.96863888888889,Pedicularis-cranolopha,73.0,2018
36,DE368,30.720027777777776,99.09127777777778,Pedicularis-cranolopha,74.0,2018
37,DE370,30.597694444444443,99.1883888888889,Pedicularis-cranolopha,75.0,2018
38,DE385,30.28488888888889,99.39930555555556,Pedicularis-cranolopha,79.0,2018
39,DE387,30.297027777777778,99.671,Pedicularis-cranolopha,80.0,2018
40,DE401,30.227277777777775,100.24769444444445,Pedicularis-cranolopha,81.0,2018
41,DE414,29.820833333333333,100.34588888888888,Pedicularis-cranolopha,83.0,2018
42,DE450,28.99625,99.74491666666667,Pedicularis-cranolopha,93.0,2018
43,DE456,29.073833333333333,99.67630555555556,Pedicularis-cranolopha,95.0,2018
44,DE518,30.050833333333333,101.96263888888889,Pedicularis-cranolopha,109.0,2019
45,DE555,30.71183333333333,101.36433333333333,Pedicularis-cranolopha,35.0,2019
46,DE560,30.826777777777778,101.28227777777778,Pedicularis-cranolopha,38.0,2019
47,DE569,30.89688888888889,101.11833333333333,Pedicularis-cranolopha,117.0,2019
48,DE585,31.72472222222222,100.74266666666666,Pedicularis-cranolopha,121.0,2019
49,DE590,31.42361111111111,100.62083333333332,Pedicularis-cranolopha,122.0,2019
50,DE607,32.13869444444445,101.03999999999999,Pedicularis-cranolopha,124.0,2019
51,DE657,32.09055555555556,102.56333333333333,Pedicularis-cranolopha,134.0,2019
52,DE670,32.32241666666667,102.45541666666666,Pedicularis-cranolopha,135.0,2019
53,DE677,32.535555555555554,102.3325,Pedicularis-cranolopha,136.0,2019
54,DE684,32.711111111111116,102.11736111111111,Pedicularis-cranolopha,137.0,2019
55,DE689,32.908055555555556,101.89055555555557,Pedicularis-cranolopha,138.0,2019
56,DE710,33.54694444444444,101.53597222222223,Pedicularis-cranolopha,140.0,2019
57,DE729,34.22083333333334,102.25527777777778,Pedicularis-cranolopha,143.0,2019
58,DE734,34.18277777777777,102.86416666666666,Pedicularis-cranolopha,144.0,2019
59,DE747,33.52166666666667,102.71444444444445,Pedicularis-cranolopha,149.0,2019
60,DE750,33.1075,102.63180555555554,Pedicularis-cranolopha,150.0,2019
0,27709,30.85027777777778,101.27666666666667,Pedicularis-cranolopha,595,1997
1,27821,31.66,100.71277777777777,Pedicularis-cranolopha,707,1997
2,28522,29.141111111111112,99.92833333333334,Pedicularis-cranolopha,1413,1998
3,28746,29.103055555555557,99.63194444444444,Pedicularis-cranolopha,1640,1998
