,cid,latitude,longitude,shortname,sid,year
0,DE509,29.844166666666666,102.04519444444445,Pedicularis-davidii,106.0,2019
1,DE659,32.09055555555556,102.56333333333333,Pedicularis-davidii,134.0,2019
2,DE664,32.32241666666667,102.45541666666666,Pedicularis-davidii,135.0,2019
3,DE753,31.935277777777777,102.64333333333335,Pedicularis-davidii,151.0,2019
4,DE768,31.852777777777778,102.67269444444445,Pedicularis-davidii,154.0,2019
0,27967,31.85027777777778,102.67027777777778,Pedicularis-davidii,853,1997
