,cid,latitude,longitude,shortname,sid,year
0,DE6,27.959194444444442,99.70716666666667,Pedicularis-siphonantha,2.0,2018
1,DE20,28.58586111111111,99.83722222222222,Pedicularis-siphonantha,6.0,2018
2,DE45,29.12388888888889,99.99666666666667,Pedicularis-siphonantha,12.0,2018
3,DE49,29.14472222222222,100.03477777777778,Pedicularis-siphonantha,14.0,2018
4,DE75,30.01097222222222,100.31616666666666,Pedicularis-siphonantha,18.0,2018
5,DE87,30.168916666666668,100.58433333333333,Pedicularis-siphonantha,21.0,2018
6,DE160,30.71183333333333,101.36433333333333,Pedicularis-siphonantha,35.0,2018
7,DE176,30.826777777777778,101.28227777777778,Pedicularis-siphonantha,38.0,2018
8,DE317,31.88711111111111,99.03377777777777,Pedicularis-siphonantha,65.0,2018
9,DE345,31.044305555555557,98.90880555555556,Pedicularis-siphonantha,71.0,2018
10,DE358,30.980833333333333,98.95905555555557,Pedicularis-siphonantha,72.0,2018
11,DE372,30.597694444444443,99.1883888888889,Pedicularis-siphonantha,75.0,2018
12,DE380,30.260305555555554,99.44338888888889,Pedicularis-siphonantha,77.0,2018
13,DE382,30.287361111111114,99.49497222222222,Pedicularis-siphonantha,78.0,2018
14,DE392,30.297027777777778,99.671,Pedicularis-siphonantha,80.0,2018
15,DE400,30.227277777777775,100.24769444444445,Pedicularis-siphonantha,81.0,2018
16,DE476,30.223249999999997,100.26427777777778,Pedicularis-siphonantha subsp. delavayi,82.0,2018
17,DE411,29.820833333333333,100.34588888888888,Pedicularis-siphonantha,83.0,2018
18,DE423,29.141805555555557,100.15661111111112,Pedicularis-siphonantha,84.0,2018
19,DE432,28.74638888888889,100.26916666666666,Pedicularis-siphonantha,86.0,2018
20,DE451,28.99625,99.74491666666667,Pedicularis-siphonantha,93.0,2018
21,DE469,27.80763888888889,99.76297222222222,Pedicularis-siphonantha,96.0,2018
22,DE485,28.32161111111111,101.16708333333334,Pedicularis-siphonantha,101.0,2019
23,DE502,28.290277777777778,101.15494444444445,Pedicularis-siphonantha,103.0,2019
24,DE530,30.012888888888888,101.86272222222222,Pedicularis-siphonantha,113.0,2019
25,DE541,30.040277777777778,101.83777777777777,Pedicularis-siphonantha,114.0,2019
1,28272,28.74638888888889,100.26916666666666,Pedicularis-siphonantha,1163,1998
0,28187,29.133888888888887,100.0425,Pedicularis-siphonantha-var.-delavayi,1078,1998
