,cid,latitude,longitude,shortname,sid,year
0,DE46,29.108500000000003,100.03436111111111,Pedicularis-integrifolia,13.0,2018
1,DE64,29.33486111111111,100.09941666666666,Pedicularis-integrifolia,16.0,2018
2,DE68,29.385833333333334,100.14944444444446,Pedicularis-integrifolia,17.0,2018
3,DE72,30.01097222222222,100.31616666666666,Pedicularis-integrifolia,18.0,2018
4,DE84,30.158749999999998,100.56608333333332,Pedicularis-integrifolia,20.0,2018
5,DE130,30.41916666666667,101.54805555555555,Pedicularis-integrifolia,31.0,2018
6,DE143,30.57702777777778,101.41797222222223,Pedicularis-integrifolia,33.0,2018
7,DE152,30.64311111111111,101.4041388888889,Pedicularis-integrifolia,34.0,2018
8,DE155,30.71183333333333,101.36433333333333,Pedicularis-integrifolia,35.0,2018
9,DE305,32.009027777777774,99.04827777777777,Pedicularis-integrifolia,64.0,2018
10,DE334,31.46325,98.82013888888889,Pedicularis-integrifolia,69.0,2018
11,DE396,30.297027777777778,99.671,Pedicularis-integrifolia,80.0,2018
12,DE410,30.223249999999997,100.26427777777778,Pedicularis-integrifolia,82.0,2018
13,DE416,29.820833333333333,100.34588888888888,Pedicularis-integrifolia,83.0,2018
14,DE422,29.141805555555557,100.15661111111112,Pedicularis-integrifolia,84.0,2018
15,DE433,28.74638888888889,100.26916666666666,Pedicularis-integrifolia,86.0,2018
16,DE463,27.80763888888889,99.76297222222222,Pedicularis-integrifolia,96.0,2018
17,DE473,27.811805555555555,99.76633333333334,Pedicularis-integrifolia,97.0,2018
18,DE490,28.322222222222223,101.16638888888889,Pedicularis-integrifolia,102.0,2019
19,DE537,30.040277777777778,101.83777777777777,Pedicularis-integrifolia,114.0,2019
20,DE558,30.74063888888889,101.33436111111111,Pedicularis-integrifolia,36.0,2019
21,DE692,32.908055555555556,101.89055555555557,Pedicularis-integrifolia,138.0,2019
0,28273,28.74638888888889,100.26916666666666,Pedicularis-integrifolia,1164,1998
1,28603,29.112222222222222,100.03277777777778,Pedicularis-integrifolia,1494,1998
2,28910,29.072777777777777,99.67555555555556,Pedicularis-integrifolia,1805,1998
