,cid,latitude,longitude,shortname,sid,year
0,DE28,28.61722222222222,99.83083333333333,Pedicularis-rudis,8.0,2018
0,27641,30.171111111111113,101.86888888888888,Pedicularis-rudis,526,1997
1,27691,30.284166666666668,101.5286111111111,Pedicularis-rudis,576,1997
