,cid,latitude,longitude,shortname,sid,year
0,DE668,32.32241666666667,102.45541666666666,Pedicularis-metaszetschuanica,135.0,2019
1,DE674,32.535555555555554,102.3325,Pedicularis-metaszetschuanica,136.0,2019
2,DE767,31.852777777777778,102.67269444444445,Pedicularis-metaszetschuanica,154.0,2019
0,27898,31.70611111111111,102.31388888888888,Pedicularis-metaszetschuanica,784,1997
