,cid,latitude,longitude,shortname,sid,year
0,DE116,30.050083333333333,101.38116666666666,Pedicularis-souliei,28.0,2018
1,DE549,30.074555555555555,101.80416666666666,Pedicularis-souliei,115.0,2019
2,DE578,31.747944444444446,100.756,Pedicularis-souliei,119.0,2019
3,DE582,31.724999999999998,100.74444444444444,Pedicularis-souliei,120.0,2019
4,DE615,32.13869444444445,101.03999999999999,Pedicularis-souliei,126.0,2019
5,DE642,32.337500000000006,101.42083333333333,Pedicularis-souliei,131.0,2019
6,DE688,32.711111111111116,102.11736111111111,Pedicularis-souliei,137.0,2019
0,27836,31.724999999999998,100.74444444444444,Pedicularis-souliei,722,1997
