,cid,latitude,longitude,shortname,sid,year
0,DE757,31.935277777777777,102.64333333333335,Pedicularis-lineata,151.0,2019
1,DE766,31.852777777777778,102.67269444444445,Pedicularis-lineata,154.0,2019
0,27942,31.929722222222225,102.65722222222223,Pedicularis-lineata,828,1997
