,cid,latitude,longitude,shortname,sid,year
0,DE31,28.650138888888886,99.83366666666666,Pedicularis-elwesii,9.0,2018
1,DE362,30.968249999999998,98.96863888888889,Pedicularis-elwesii,73.0,2018
0,29147,28.585833333333333,99.83722222222222,Pedicularis-elwesii,2042,1998
